Année;Mois;Jour;Heure;Minute;Jour Semaine;langue;Nombre de mots du message;Reponse ?;Mot_frequent_1;Freq_dist_1;Mot_frequent_2;Freq_dist_2;Mot_frequent_3;Freq_dist_3;Mot_frequent_4;Freq_dist_4;Mot_frequent_5;Freq_dist_5;Mots_rares_1;Mots_rares_2;Mots_rares_3;Mots_rares_4;Mots_rares_5;Catégorie;Sentiment_neg;Sentiment_pos;Sentiment_neu;Sentiment_global;datetime
2010;8;22;23;21;Sunday;British English;56;True;the;4;for;3;that;3;i;2;amd;2;thanks;clearing;read;link;someone;autres;0,049;0,101;0,851;0,4588;2010-08-22 23:21:00
2010;8;22;23;55;Sunday;British English;130;False;the;9;alert;5;a;4;are;3;to;3;been;working;writing;alerts;broadcast;technique;0,062;0,143;0,795;0,891;2010-08-22 23:55:00
2010;8;22;23;57;Sunday;British English;28;True;i;2;on;2;hey;1;zooko;1;wanted;1;hey;wanted;to;thank;you;technique;0,0;0,1;0,9;0,4199;2010-08-22 23:57:00
2010;8;24;22;43;Tuesday;British English;39;True;hyperthreading;2;quote;1;from;1;artforz;1;on;1;quote;artforz;on;august;pmamd;autres;0,0;0,07;0,93;0,4019;2010-08-24 22:43:00
2010;8;24;23;51;Tuesday;British English;80;True;you;6;if;4;the;4;that;3;and;3;so;getting;hysterical;over;then;autres;0,147;0,114;0,739;-0,4647;2010-08-24 23:51:00
2010;8;25;0;6;Wednesday;British English;9;True;this;1;is;1;in;1;svn;1;rev;1;this;is;in;svn;rev;autres;0,0;0,0;1,0;0,0;2010-08-25 00:06:00
2010;8;25;15;17;Wednesday;British English;177;True;the;9;you;6;your;5;if;4;be;4;arbitrary;actions;maybe;are;responding;économie;0,068;0,137;0,794;0,8912;2010-08-25 15:17:00
2010;8;25;16;40;Wednesday;British English;7;True;i;1;changed;1;the;1;switch;1;name;1;i;changed;the;switch;name;autres;0,0;0,0;1,0;0,0;2010-08-25 16:40:00
2010;8;25;16;56;Wednesday;British English;226;True;the;13;is;6;can;6;and;6;from;5;jimbobway;pmquote;i;button;easier;technique;0,031;0,056;0,912;0,7059;2010-08-25 16:56:00
2010;8;25;17;59;Wednesday;British English;173;True;be;5;from;4;on;4;is;4;or;4;quote;nelisky;amso;what;kind;technique;0,079;0,042;0,879;-0,7811;2010-08-25 17:59:00
2010;8;26;0;8;Thursday;British English;116;True;from;4;this;4;on;3;august;3;is;3;quote;theoretical;first;control;system;technique;0,055;0,0;0,945;-0,755;2010-08-26 00:08:00
2010;8;26;0;33;Thursday;British English;166;True;it;7;the;5;to;5;what;4;does;4;can;provide;more;details;about;technique;0,029;0,064;0,907;0,7149;2010-08-26 00:33:00
2010;8;26;0;44;Thursday;British English;65;True;a;4;to;4;backup;3;be;2;until;2;any;would;just;stopgap;time;technique;0,074;0,108;0,818;0,3182;2010-08-26 00:44:00
2010;8;26;0;57;Thursday;British English;118;True;a;8;the;7;to;5;be;4;it;4;i;started;posting;other;topic;technique;0,065;0,034;0,901;-0,5588;2010-08-26 00:57:00
2010;8;27;0;49;Friday;British English;194;True;it;12;the;7;there;5;was;5;with;4;try;tried;immediate;hollering;about;communauté;0,108;0,039;0,853;-0,9342;2010-08-27 00:49:00
2010;8;27;1;13;Friday;British English;110;True;it;8;for;5;to;5;from;4;boost;4;read;into;write;could;fail;autres;0,028;0,179;0,793;0,9489;2010-08-27 01:13:00
2010;8;27;2;54;Friday;British English;102;True;a;5;i;4;it;4;from;3;already;3;doubt;rather;call;existing;file;autres;0,026;0,0;0,974;-0,3612;2010-08-27 02:54:00
2010;8;27;15;47;Friday;British English;113;True;i;5;and;4;to;4;a;3;of;3;so;busy;lately;skimming;messages;autres;0,086;0,074;0,84;0,1368;2010-08-27 15:47:00
2010;8;27;16;13;Friday;British English;24;True;of;2;blocks;2;day;2;that;1;kind;1;kind;interesting;as;an;bar;autres;0,14;0,088;0,772;-0,101;2010-08-27 16:13:00
2010;8;27;16;39;Friday;British English;18;True;dividend;2;or;2;like;2;a;2;bitcoins;1;bitcoins;have;no;dividend;potential;autres;0,331;0,0;0,669;-0,6619;2010-08-27 16:39:00
2010;8;27;17;32;Friday;British English;204;True;the;8;value;6;as;5;a;5;scarce;4;thought;imagine;was;base;metal;économie;0,085;0,193;0,722;0,9781;2010-08-27 17:32:00
2010;8;27;21;54;Friday;British English;194;False;to;10;the;7;a;7;alert;6;can;5;now;some;checking;built;code;technique;0,072;0,157;0,772;0,8619;2010-08-27 21:54:00
2010;8;28;14;27;Saturday;British English;24;True;only;2;one;2;it;2;the;1;simplification;1;the;simplification;is;there;will;autres;0,0;0,0;1,0;0,0;2010-08-28 14:27:00
2010;8;28;14;54;Saturday;British English;94;True;the;6;on;3;and;3;is;3;be;3;quote;torservers;pmthe;dialog;shows;communauté;0,0;0,032;0,968;0,4588;2010-08-28 14:54:00
2010;8;29;22;14;Sunday;British English;56;True;the;4;to;3;code;2;of;2;is;2;code;assumes;throughout;and;was;technique;0,029;0,0;0,971;-0,1695;2010-08-29 22:14:00
2010;9;5;23;25;Sunday;British English;62;True;it;5;the;4;if;3;and;3;probably;2;you;can;just;comment;out;autres;0,102;0,072;0,826;-0,25;2010-09-05 23:25:00
2010;9;5;23;36;Sunday;British English;76;True;the;7;to;5;system;3;for;2;this;2;any;suggestions;better;text;put;communauté;0,073;0,067;0,86;0,1474;2010-09-05 23:36:00
2010;9;6;21;21;Monday;British English;135;True;the;8;error;5;it;5;is;4;in;4;more;although;format;of;did;technique;0,094;0,035;0,871;-0,8176;2010-09-06 21:21:00
2010;9;6;21;41;Monday;British English;57;True;from;2;on;2;september;2;for;2;to;2;quote;insti;pmquote;satoshi;pmany;technique;0,099;0,046;0,855;-0,5147;2010-09-06 21:41:00
2010;9;6;21;45;Monday;British English;8;True;rpc;1;backupwallet;1;destination;1;is;1;in;1;rpc;backupwallet;is;in;svn;autres;0,0;0,0;1,0;0,0;2010-09-06 21:45:00
2010;9;6;21;52;Monday;British English;20;True;can;1;you;1;build;1;try;1;changing;1;can;you;changing;line;of;autres;0,0;0,0;1,0;0,0;2010-09-06 21:52:00
2010;9;7;16;32;Tuesday;British English;64;True;free;3;transactions;3;should;3;the;2;of;2;another;option;is;to;reduce;technique;0,104;0,17;0,726;0,6249;2010-09-07 16:32:00
2010;9;7;19;17;Tuesday;British English;106;False;to;6;is;4;the;4;a;3;error;3;version;now;errors;return;more;technique;0,128;0,0;0,872;-0,9249;2010-09-07 19:17:00
2010;9;8;17;30;Wednesday;British English;230;True;the;12;it;10;per;9;a;8;to;7;paying;fee;controlled;very;easy;technique;0,123;0,12;0,757;0,0679;2010-09-08 17:30:00
2010;9;8;18;6;Wednesday;British English;70;True;transactions;6;that;3;to;3;the;3;only;2;bitcoin;clients;currently;create;and;technique;0,0;0,13;0,87;0,8271;2010-09-08 18:06:00
2010;9;8;20;27;Wednesday;British English;114;True;i;5;a;3;have;3;to;3;you;2;quote;bitlex;on;september;pmamd;autres;0,0;0,101;0,899;0,9125;2010-09-08 20:27:00
2010;9;9;1;4;Thursday;British English;227;False;model;8;to;7;with;6;family;6;i;6;svn;rev;has;code;try;autres;0,03;0,058;0,912;0,6569;2010-09-09 01:04:00
2010;9;10;0;23;Friday;British English;85;True;it;5;the;3;you;3;by;3;a;3;what;version;one;where;this;technique;0,112;0,033;0,855;-0,8385;2010-09-10 00:23:00
2010;9;10;0;46;Friday;British English;98;True;i;5;the;5;to;5;you;4;think;3;know;what;doubleclick;on;it;technique;0,056;0,068;0,876;0,0516;2010-09-10 00:46:00
2010;9;10;17;12;Friday;British English;21;True;the;1;fix;1;is;1;in;1;svn;1;the;fix;is;in;svn;autres;0,091;0,0;0,909;-0,25;2010-09-10 17:12:00
2010;9;10;18;11;Friday;British English;45;True;on;3;the;2;function;2;it;2;in;2;quote;teknohog;september;pmsince;callcpuid;autres;0,0;0,0;1,0;0,0;2010-09-10 18:11:00
2010;9;12;17;40;Sunday;British English;73;True;the;5;it;4;does;3;exclusive;3;open;2;quote;lachesis;on;august;bitcoin;technique;0,094;0,033;0,873;-0,7724;2010-09-12 17:40:00
2010;9;12;18;0;Sunday;British English;98;True;it;5;the;5;to;3;on;3;files;3;trying;without;flag;in;rev;communauté;0,0;0,022;0,978;0,2732;2010-09-12 18:00:00
2010;9;12;19;24;Sunday;British English;82;True;is;6;the;5;a;5;library;3;then;3;if;closed;an;open;source;autres;0,063;0,114;0,824;0,6597;2010-09-12 19:24:00
2010;9;19;17;22;Sunday;British English;94;True;it;7;the;4;between;3;and;3;is;3;bouncing;connections;could;if;connecting;autres;0,033;0,0;0,967;-0,4445;2010-09-19 17:22:00
2010;9;19;18;46;Sunday;British English;219;True;it;9;extern;7;to;7;and;5;the;4;lines;tripping;mapaddressbook;ccriticalsection;vchdefaultkey;technique;0,07;0,095;0,835;0,6133;2010-09-19 18:46:00
2010;9;19;19;58;Sunday;British English;135;True;the;8;a;6;i;5;we;4;to;4;know;anything;any;would;make;technique;0,036;0,119;0,845;0,8635;2010-09-19 19:58:00
2010;9;19;21;49;Sunday;British English;207;True;to;10;the;8;a;6;by;4;ip;4;probably;best;disable;receiving;unless;technique;0,082;0,075;0,843;-0,1719;2010-09-19 21:49:00
2010;9;19;22;47;Sunday;British English;13;True;theymos;1;already;1;said;1;this;1;ecdsa;1;theymos;already;said;ecdsa;does;communauté;0,158;0,0;0,842;-0,3089;2010-09-19 22:47:00
2010;9;23;16;8;Thursday;British English;176;True;transactions;7;the;7;it;6;be;5;to;5;quote;satoshi;on;september;pmthe;technique;0,063;0,039;0,897;-0,6597;2010-09-23 16:08:00
2010;9;23;16;19;Thursday;British English;71;False;the;7;to;4;in;3;number;3;be;3;next;release;going;change;format;autres;0,079;0,054;0,868;-0,5859;2010-09-23 16:19:00
2010;9;23;16;28;Thursday;British English;88;True;the;6;we;4;to;3;an;3;do;2;i;are;you;under;impression;sécurité;0,0;0,055;0,945;0,6007;2010-09-23 16:28:00
2010;9;23;17;56;Thursday;British English;46;True;do;4;or;3;to;3;the;3;have;2;bitcoin;would;be;convenient;for;technique;0,189;0,026;0,785;-0,7241;2010-09-23 17:56:00
2010;9;23;18;39;Thursday;British English;41;True;the;3;it;2;i;1;would;1;not;1;i;would;not;encourage;using;autres;0,045;0,0;0,955;-0,2146;2010-09-23 18:39:00
2010;9;23;18;46;Thursday;British English;14;True;i;1;do;1;think;1;it;1;should;1;i;think;it;should;cause;autres;0,197;0,0;0,803;-0,4019;2010-09-23 18:46:00
2010;9;26;17;34;Sunday;British English;94;True;the;8;it;4;a;4;but;3;that;3;implemented;network;can;support;transaction;technique;0,168;0,181;0,651;0,1451;2010-09-26 17:34:00
2010;9;30;16;38;Thursday;British English;219;True;you;8;to;8;the;6;transactions;6;is;4;figured;root;problem;we;least;technique;0,03;0,109;0,861;0,9615;2010-09-30 16:38:00
2010;9;30;16;59;Thursday;British English;5;True;release;1;candidate;1;please;1;test;1;http;1;release;please;N/A;N/A;N/A;technique;0,0;0,365;0,635;0,3182;2010-09-30 16:59:00
2010;9;30;17;4;Thursday;British English;78;False;to;4;on;3;from;2;accept;2;release;1;release;be;released;soon;so;technique;0,031;0,142;0,827;0,8172;2010-09-30 17:04:00
2010;9;30;17;50;Thursday;British English;134;True;a;6;is;5;it;4;article;4;that;4;you;think;very;single;words;technique;0,036;0,058;0,906;0,4404;2010-09-30 17:50:00
2010;9;30;18;11;Thursday;British English;67;True;the;6;up;3;to;3;it;2;a;2;ramps;fee;requirement;as;block;économie;0,042;0,046;0,912;0,0772;2010-09-30 18:11:00
2010;9;30;18;22;Thursday;British English;21;True;it;2;to;2;true;1;the;1;switch;1;the;switch;should;be;something;autres;0,0;0,231;0,769;0,6901;2010-09-30 18:22:00
2010;9;30;18;27;Thursday;British English;31;True;it;2;if;2;you;2;can;1;be;1;can;be;safe;using;over;technique;0,0;0,162;0,838;0,6597;2010-09-30 18:27:00
2010;10;1;0;32;Friday;British English;17;True;to;3;too;1;late;1;for;1;but;1;too;late;for;but;try;autres;0,0;0,0;1,0;0,0;2010-10-01 00:32:00
2010;10;1;0;34;Friday;British English;174;False;the;6;you;5;to;4;with;4;if;4;now;should;upgrade;prevent;potential;technique;0,039;0,108;0,854;0,8988;2010-10-01 00:34:00
2010;10;3;18;17;Sunday;British English;95;True;amd;5;the;4;on;3;have;3;to;3;quote;shadowofharbringer;october;however;automatic;communauté;0,027;0,113;0,861;0,8638;2010-10-03 18:17:00
2010;10;3;19;39;Sunday;British English;89;True;the;5;a;3;to;3;if;3;transactions;2;could;few;people;please;run;technique;0,107;0,152;0,741;0,5574;2010-10-03 19:39:00
2010;10;3;19;49;Sunday;British English;15;True;quote;1;from;1;tcatm;1;on;1;october;1;quote;tcatm;on;october;what;autres;0,0;0,0;1,0;0,0;2010-10-03 19:49:00
2010;10;3;20;2;Sunday;British English;195;True;if;7;nminfee;5;const;5;oct;4;nbestheight;4;amd;reports;a;lower;model;technique;0,031;0,045;0,924;0,3365;2010-10-03 20:02:00
2010;10;3;20;54;Sunday;British English;264;True;a;11;the;10;transactions;10;you;8;on;6;quote;pmartforz;no;he;cpu;technique;0,103;0,029;0,868;-0,9633;2010-10-03 20:54:00
2010;10;3;21;7;Sunday;British English;48;True;theymos;2;this;2;patch;2;make;2;you;2;quote;theymos;on;october;pmapplying;technique;0,0;0,0;1,0;0,0;2010-10-03 21:07:00
2010;10;3;21;30;Sunday;British English;201;True;the;14;of;10;it;7;block;5;is;5;quote;theymos;amquote;lzsaver;amcan;technique;0,143;0,017;0,84;-0,9769;2010-10-03 21:30:00
2010;10;3;21;43;Sunday;British English;51;True;with;4;is;3;i;3;yours;2;faster;2;thinking;supports;has;specialbuild;version;autres;0,0;0,051;0,949;0,3612;2010-10-03 21:43:00
2010;10;3;22;7;Sunday;British English;97;True;to;10;it;5;be;3;the;3;you;2;connecting;all;connection;attempts;were;technique;0,042;0,017;0,941;-0,5423;2010-10-03 22:07:00
2010;10;3;23;46;Sunday;British English;21;True;it;3;keep;2;make;1;sure;1;you;1;make;sure;you;your;node;technique;0,0;0,103;0,897;0,3182;2010-10-03 23:46:00
2010;10;4;1;44;Monday;British English;9;True;thanks;1;eurekafag;1;russian;1;translation;1;added;1;thanks;russian;translation;added;to;autres;0,0;0,266;0,734;0,4404;2010-10-04 01:44:00
2010;10;4;19;21;Monday;British English;148;True;the;6;it;6;from;5;i;4;file;4;quote;eurekafag;october;amwhere;can;technique;0,093;0,048;0,859;-0,8381;2010-10-04 19:21:00
2010;10;4;19;48;Monday;British English;64;True;it;3;can;3;versions;3;the;3;to;3;be;phased;largerlimitit;start;being;autres;0,085;0,122;0,793;-0,128;2010-10-04 19:48:00
2010;10;6;15;42;Wednesday;British English;69;True;it;6;the;4;drive;3;in;2;a;2;poedit;reorganised;file;for;some;technique;0,03;0,063;0,907;0,3112;2010-10-06 15:42:00
2010;10;6;16;54;Wednesday;British English;99;True;a;6;be;4;if;4;you;4;to;3;going;more;selectcoins;rev;has;technique;0,044;0,08;0,876;0,5574;2010-10-06 16:54:00
2010;10;6;17;36;Wednesday;British English;112;True;to;8;it;7;the;6;for;4;irc;3;maybe;were;just;unlucky;have;technique;0,03;0,015;0,955;-0,1668;2010-10-06 17:36:00
2010;10;6;23;10;Wednesday;British English;88;True;a;4;and;3;host;3;it;3;on;2;quote;kiba;september;download;site;technique;0,043;0,121;0,835;0,802;2010-10-06 23:10:00
2010;10;9;20;19;Saturday;British English;125;False;the;6;you;4;it;4;to;4;pool;3;svn;rev;has;key;new;technique;0,01;0,053;0,937;0,6501;2010-10-09 20:19:00
2010;10;21;16;39;Thursday;British English;33;False;for;2;version;1;is;1;now;1;availablehttp;1;version;is;now;key;pool;technique;0,0;0,08;0,92;0,4215;2010-10-21 16:39:00
2010;10;21;22;50;Thursday;British English;125;True;the;9;it;5;by;4;order;3;to;3;me;maintaining;if;jumbles;file;autres;0,058;0,046;0,896;-0,5505;2010-10-21 22:50:00
2010;10;23;18;22;Saturday;British English;128;True;it;5;to;4;the;4;block;3;was;3;quote;theymos;pmhis;count;remains;sécurité;0,157;0,099;0,744;-0,8151;2010-10-23 18:22:00
2010;10;23;18;38;Saturday;British English;54;True;that;3;if;2;get;2;past;2;or;2;it;really;block;on;then;technique;0,0;0,096;0,904;0,653;2010-10-23 18:38:00
2010;10;23;18;52;Saturday;British English;55;True;it;3;on;2;is;2;that;2;quote;1;quote;odin;october;pmfault;module;autres;0,0;0,131;0,869;0,7603;2010-10-23 18:52:00
2010;10;23;19;2;Saturday;British English;70;True;be;6;to;6;messages;4;the;4;would;2;ecdsa;encrypt;only;sign;unwise;technique;0,083;0,0;0,917;-0,7184;2010-10-23 19:02:00
2010;10;24;19;17;Sunday;British English;139;True;the;5;it;5;account;5;a;5;i;4;have;beginning;mostly;gavin;more;communauté;0,0;0,087;0,913;0,8992;2010-10-24 19:17:00
2010;10;25;16;53;Monday;British English;61;True;username;5;of;2;you;2;the;2;account;2;some;pseudocode;how;would;use;économie;0,0;0,044;0,956;0,3182;2010-10-25 16:53:00
2010;10;25;17;27;Monday;British English;80;True;the;4;you;4;it;4;i;3;of;3;only;think;to;if;there;autres;0,0;0,121;0,879;0,8765;2010-10-25 17:27:00
2010;11;13;0;55;Saturday;British English;62;True;the;3;for;3;i;2;if;2;to;2;happy;someone;with;artistic;skill;autres;0,0;0,165;0,835;0,872;2010-11-13 00:55:00
2010;11;13;23;25;Saturday;British English;126;True;the;8;priority;5;you;4;over;4;to;3;thank;limiting;tests;combines;several;communauté;0,024;0,097;0,879;0,8176;2010-11-13 23:25:00
2010;11;13;23;26;Saturday;British English;63;False;is;2;now;2;paytxfee;2;it;2;version;1;version;switch;per;so;adds;autres;0,026;0,072;0,902;0,4599;2010-11-13 23:26:00
2010;11;14;16;53;Sunday;British English;202;True;the;10;to;7;priority;7;you;5;your;4;quote;bytecoin;november;pmof;network;technique;0,02;0,048;0,932;0,5764;2010-11-14 16:53:00
2010;11;15;18;37;Monday;British English;135;True;the;12;be;6;it;6;to;4;in;3;we;safely;do;event;block;technique;0,063;0,026;0,912;-0,2721;2010-11-15 18:37:00
2010;11;19;23;50;Friday;British English;393;True;a;14;to;13;transactions;12;the;11;that;11;quote;creighto;pmperhaps;addition;recently;technique;0,044;0,135;0,821;0,9888;2010-11-19 23:50:00
2010;11;20;17;24;Saturday;British English;137;True;the;8;on;5;to;5;svn;3;transaction;3;quote;amupdated;for;keeping;up;technique;0,092;0,108;0,8;0,3786;2010-11-20 17:24:00
2010;11;23;19;50;Tuesday;British English;220;False;the;12;data;12;to;7;is;7;and;6;uploaded;redesign;svn;rev;external;technique;0,071;0,04;0,889;-0,7106;2010-11-23 19:50:00
2010;11;23;20;55;Tuesday;British English;41;True;the;3;it;2;to;2;interface;2;a;2;not;an;exact;i;wanted;autres;0,0;0,068;0,932;0,4019;2010-11-23 20:55:00
2010;11;24;17;21;Wednesday;British English;247;True;it;10;and;9;the;8;to;8;data;6;quote;jgarzik;ami;suspect;something;technique;0,034;0,044;0,922;0,363;2010-11-24 17:21:00
2010;11;24;17;53;Wednesday;British English;23;True;a;2;the;2;to;2;revised;1;version;1;revised;version;of;getwork;is;autres;0,0;0,0;1,0;0,0;2010-11-24 17:53:00
2010;11;25;17;51;Thursday;British English;132;True;the;9;it;5;and;5;is;5;you;4;not;downloading;that;takes;more;technique;0,067;0,097;0,835;0,6655;2010-11-25 17:51:00
2010;11;25;20;7;Thursday;British English;73;False;transaction;4;was;3;fee;2;setting;2;in;2;version;is;now;new;thanks;technique;0,0;0,117;0,883;0,8442;2010-11-25 20:07:00
2010;11;26;17;32;Friday;British English;266;True;the;13;it;12;is;8;to;8;a;6;i;tested;year;old;where;technique;0,046;0,062;0,892;0,5267;2010-11-26 17:32:00
2010;11;26;18;23;Friday;British English;26;True;i;2;him;2;to;2;do;2;laszlo;1;laszlo;does;but;i;asked;autres;0,0;0,0;1,0;0,0;2010-11-26 18:23:00
2010;11;26;21;31;Friday;British English;7;True;it;2;that;1;what;1;does;1;returns;1;what;returns;N/A;N/A;N/A;autres;0,0;0,0;1,0;0,0;2010-11-26 21:31:00
2010;11;26;22;2;Friday;British English;89;True;it;8;to;5;in;4;you;3;a;3;should;try;sha;compiles;fine;technique;0,0;0,088;0,912;0,775;2010-11-26 22:02:00
2010;11;28;16;3;Sunday;British English;239;True;the;18;to;6;a;6;be;5;and;5;description;spot;operators;modify;getwork;communauté;0,073;0,111;0,817;0,7906;2010-11-28 16:03:00
2010;11;28;17;13;Sunday;British English;352;True;the;17;is;11;it;10;download;9;that;8;despite;everything;else;step;experiment;technique;0,079;0,03;0,891;-0,9303;2010-11-28 17:13:00
2010;11;28;18;6;Sunday;British English;97;True;to;4;it;3;is;3;or;3;not;2;quotewill;be;synchronized;much;using;technique;0,096;0,086;0,817;-0,2533;2010-11-28 18:06:00
2010;11;29;20;19;Monday;British English;291;True;to;10;the;10;database;8;it;7;is;7;inclined;everything;wrong;than;actually;technique;0,046;0,09;0,863;0,9031;2010-11-29 20:19:00
2010;11;30;19;2;Tuesday;British English;120;True;nnumber;8;if;6;straccount;4;sskey;4;naccountingentrynumber;4;what;was;this;wallet;used;technique;0,0;0,0;1,0;0,0;2010-11-30 19:02:00
2010;12;1;21;25;Wednesday;British English;46;True;that;2;a;2;i;2;good;1;optimisation;1;a;good;add;that;next;technique;0,0;0,121;0,879;0,6705;2010-12-01 21:25:00
2010;12;5;9;8;Sunday;British English;91;True;to;7;on;3;bring;3;the;3;would;3;quote;rhorning;on;december;encourage;technique;0,057;0,062;0,88;0,128;2010-12-05 09:08:00
2010;12;8;20;21;Wednesday;British English;239;True;to;10;you;8;a;7;it;6;transactions;6;safe;been;criticized;being;reluctant;technique;0,043;0,087;0,87;0,9193;2010-12-08 20:21:00
2010;12;8;22;36;Wednesday;British English;15;True;you;2;the;2;then;1;how;1;do;1;then;how;do;cope;with;autres;0,0;0,0;1,0;0,0;2010-12-08 22:36:00
2010;12;8;23;19;Wednesday;British English;59;False;a;2;to;2;in;2;the;2;changes;1;fixed;compatibility;problem;if;you;technique;0,119;0,041;0,84;-0,5994;2010-12-08 23:19:00
2010;12;9;0;12;Thursday;British English;247;True;to;11;the;9;a;8;you;7;it;6;normal;risk;minconf;additional;pitfalls;technique;0,028;0,054;0,917;0,7632;2010-12-09 00:12:00
2010;12;9;14;37;Thursday;British English;211;True;a;9;to;9;the;9;be;7;of;5;templates;added;within;few;plenty;technique;0,06;0,054;0,886;-0,6301;2010-12-09 14:37:00
2010;12;9;15;17;Thursday;British English;95;True;to;4;it;4;transaction;3;can;3;i;2;came;agree;with;gavin;about;technique;0,046;0,093;0,861;0,558;2010-12-09 15:17:00
2010;12;9;18;8;Thursday;British English;159;True;the;9;that;6;to;6;have;4;from;3;quote;ami;agree;you;satoshi;communauté;0,071;0,136;0,793;0,8903;2010-12-09 18:08:00
2010;12;9;18;28;Thursday;British English;59;True;it;4;this;3;there;2;of;2;build;2;thanks;for;setting;up;any;autres;0,019;0,103;0,877;0,6322;2010-12-09 18:28:00
2010;12;9;21;2;Thursday;British English;192;True;networks;8;would;7;to;7;a;7;the;7;i;possible;completely;block;yet;technique;0,055;0,118;0,828;0,875;2010-12-09 21:02:00
2010;12;9;22;46;Thursday;British English;292;True;the;16;to;10;a;8;and;7;bitdns;7;quote;nanotube;december;pmseems;miner;technique;0,071;0,085;0,844;-0,105;2010-12-09 22:46:00
2010;12;9;23;58;Thursday;British English;187;True;the;19;a;8;to;7;transaction;6;and;4;possible;design;for;far;intentionally;technique;0,051;0,052;0,897;0,0333;2010-12-09 23:58:00
2010;12;10;17;29;Friday;British English;170;True;the;11;to;7;users;5;of;4;both;4;piling;every;quorum;system;world;technique;0,031;0,082;0,888;0,8816;2010-12-10 17:29:00
2010;12;10;19;21;Friday;British English;73;False;username;6;to;4;the;2;your;2;account;2;some;sample;pseudocode;using;new;économie;0,0;0,017;0,983;0,0258;2010-12-10 19:21:00
2010;12;10;19;55;Friday;British English;210;True;to;10;the;9;would;6;domain;6;of;4;quote;hal;december;pmadditional;chains;communauté;0,031;0,117;0,852;0,9615;2010-12-10 19:55:00
2010;12;10;20;19;Friday;British English;65;True;the;4;a;4;of;4;that;3;to;2;i;all;ip;should;have;juridique;0,024;0,113;0,863;0,5719;2010-12-10 20:19:00
2010;12;11;13;8;Saturday;British English;110;True;the;4;network;3;cpu;3;power;3;do;2;all;excellent;ip;records;need;technique;0,06;0,145;0,795;0,8492;2010-12-11 13:08:00
2010;12;11;13;32;Saturday;British English;87;True;to;4;it;4;on;3;no;3;from;2;quote;amdirect;ip;address;transfers;sécurité;0,1;0,082;0,819;-0,1796;2010-12-11 13:32:00
2010;12;11;22;7;Saturday;British English;59;True;from;2;hal;2;like;2;to;2;some;2;quote;hal;on;december;hear;autres;0,028;0,243;0,729;0,93;2010-12-11 22:07:00
2010;12;11;23;39;Saturday;British English;26;True;the;2;it;1;would;1;have;1;been;1;it;would;have;been;nice;autres;0,0;0,101;0,899;0,4215;2010-12-11 23:39:00
2010;12;12;18;22;Sunday;British English;155;False;a;5;it;5;the;5;to;4;i;4;work;do;on;doing;quick;technique;0,071;0,12;0,808;0,8126;2010-12-12 18:22:00
2014;3;7;1;17;Friday;British English;5;False;i;1;am;1;not;1;dorian;1;nakamoto;1;i;am;not;dorian;N/A;autres;0,0;0,0;1,0;0,0;2014-03-07 01:17:00
